id,title,url,description,original_price,discounted_price,category,photo_url,booked_number,review_score,review_number,tags,is_mflg
345,"DIY Art Jamming, Clay, Terrarium & Leather Kits with Free Delivery",https://www.klook.com/en-US/activity/38191-diy-art-jamming-clay-terrarium-leather-kits-free-delivery/,"Choose between a DIY package from a selection of terrarium, art jamming or leather kits
Channel your inner hipster in a painting session through tote bag or canvas art jamming
Experience the creative catharsis of crafting your very own leather goods and products from scratch
Show off your style through debossing or hot-stamping initials, dates, or personalized phrases on the leather
Create your own artpiece and tote bag goods and take home your new high quality leather product",40,39.5,Cultural experiences,https://res.klook.com/image/upload/activities/cscdfvhprrmjwtl3mbkx.jpg,100,,,['Instant confirmation'],false
346,Singapore Geylang Walking Tour,https://www.klook.com/en-US/activity/31501-singapore-geylang-walking-tour/,"Go on an exciting walking tour to one of the most famous streets in Singapore: Geylang
Catch sight of the beautiful shophouses that you can only see along Geylang district
Find out what ‘Lorong’ means and what the odd and even numbers in Lorong represent
Learn more about the King of Fruits of South-East Asia and other tropical fruits Singaporeans love",50,,Tours,https://res.klook.com/image/upload/activities/jsisbxrdlqxylcsinpnz.jpg,100,,,"['Instant confirmation', 'Book now for tomorrow', 'Best Price Guarantee']",false
347,[Klook Exclusive] Singapore Garden City Walking Tour,https://www.klook.com/en-US/activity/31470-singapore-garden-city-tour/,"Highlights
Join this Klook-exclusive tour featuring many of Singapore’s firsts: the Supertrees and Botanic Gardens
Learn more about the unique ‘Cola’ tree inside the Botanic Gardens UNESCO World Heritage Site
Find out how the solar-powered Supertrees work as you explore the Supertree Grove at Gardens By the Bay
Have the option to choose from morning or afternoon tours to accommodate your holiday schedule
Enjoy the company of friendly and knowledgeable local guides who can speak English, Japanese, or Chinese",56,,Tours,https://res.klook.com/image/upload/activities/omrozflnvsi6g9mtk6na.jpg,100,,,"['Instant confirmation', 'Best Price Guarantee']",false
348,The Singapore Home Tour,https://www.klook.com/en-US/activity/34003-singapore-home-tour/,"Embark on an exclusive journey to experience a day in the life of a local Singaporean with a visit to a Housing Development Board (HDB) home. Learn about the evolution of Singaporean homes, from earlier shophouses to modern HDB flats, as a response to population growth and housing shortages. Explore different types of housing including private condominiums, colonial houses, and landed properties, understanding the distinctions between them.

Discover the Ethnic Integration Policy and its implementation, before immersing yourself in the heart of local living with a home visit to a host family. Experience authentic Singaporean life, from daily routines to cultural customs, in an intimate setting. Engage in open conversations over home-prepared snacks and desserts, gaining insights into Singaporean culture and lifestyle through this exclusive arrangement with local homeowners.",147.09,,Tours,https://res.klook.com/image/upload/activities/vkvtkj0krjfkomfwajoc.jpg,100,,,"['Instant confirmation', 'Best Price Guarantee']",false
349,Singapore Yishun and Sembawang Historic Walking Tour,https://www.klook.com/en-US/activity/40239-singapore-yishun-sembawang-historic-tour/,"Immerse yourself in an exciting adventure from the city with a fun tour of the historic town of Yishun
View iconic landmarks like Sembawang Naval Yard, Kranji War Memorial, Sembawang Hot Spring, and more
Take in a scenic view of the surrounding landscapes and the Straits of Johor at Woodlands Waterfront
Listen to fascinating stories about Singapore’s World War II history as you travel from the expert tour guide",282,,Tours,https://res.klook.com/image/upload/activities/etprp0lwczyhxfqiqbsc.jpg,100,,,"['Easy refund', 'Instant confirmation', 'Best Price Guarantee']",false
350,Private or Group Yoga Class (Online or Offline Classes),https://www.klook.com/en-US/activity/41458-private-group-yoga-class-online-offline-classes/,"All instructors are experienced and graduated from Yoga Teachers Training Programs conducted by schools recognized by the Yoga Alliance
The classes are customized to suit the needs, objective, level and body condition of anyone
Your yoga classes will be conducted at your preferred day and time at your preferred location
Your yoga classes will be tailored according to your own physical and health condition",20,18.5,Outdoor & sports activities,https://res.klook.com/image/upload/activities/fli2jvtlhojqydfgth7q.jpg,100,,,"['Instant confirmation', 'Book now for tomorrow', 'Best Price Guarantee']",false
351,Signature Liquid Flow Bear Workshop at  L'Atelier Du Reve Singapore,https://www.klook.com/en-US/activity/75267-signature-liquid-flow-bear-workshop-singapore/,"Come join L'Atelier Du Reve for a wonderful session of Liquid Flow Bear, where you get to create and design your own bear figurine with your favourite colours (over 25 colours to choose from, and mix them for a unlimited choice). This experience is like no other, where you will enjoy the most satisfying and fun art classes ever!",53.9,49,Cultural experiences,https://res.klook.com/image/upload/activities/hx9twbyliemcmhro26sy.jpg,100,,,"['Private group', 'Instant confirmation']",false
352,Hidden Gem in the Queenstown neighbourhood in Singapore,https://www.klook.com/en-US/activity/52843-x-trekkers-sg-walk-my-queenstown-beyond/,"Delve into Singapore's colonial heritage
Learn about Singapore's colourful history through some of its oldest neighbourhoods
See the colonial terraces and majestic Black and White heritage homes from the turn of the 20th century
See the different generation buildings from the 1960 to the 20th century",250,,Tours,https://res.klook.com/image/upload/activities/wpokzcjh7xkswedt3gu2.jpg,100,4.9,,"['Instant confirmation', 'Book now for tomorrow']",false
353,Glamping Experience at Constant Wind,https://www.klook.com/en-US/activity/65291-glamping-experience-constant-wind/,"Book now and experience glamping for the first time and tick off another item from your bucket list!
Glamp at Constant Wind that overlooks the scenery with a beautiful sunset view with your family and friends
Escape from the city buzz and reward yourself with a relaxing getaway here at Constant Wind
Learn and discover the correct techniques for a stand-up paddle from the professional ASI International certified coach",90,,Outdoor & sports activities,https://res.klook.com/image/upload/activities/ceibgrg3dez7i2tzmcoe.jpg,100,4.2,,['Easy refund'],false
354,Perfumery Workshop by Nefertum Fragrances,https://www.klook.com/en-US/activity/91300-perfume-workshop-nefertum-fragrances/,"Experience the art of perfumery with a 2-3-hour workshop - where you will learn to blend your own unique scent in a comfortable and welcoming environment. The workshop begins with an introduction to the world of perfumery, followed by a hands-on experience where you will learn about fragrance accords, the different types of fragrance notes, and the fragrance pyramid.

During the workshop, you will learn about the different types of fragrance notes and how to create and design your own scent. Some fun facts will also be shared about the history of perfumery and the science behind fragrance.",59.9,,Cultural experiences,https://res.klook.com/image/upload/activities/gfrvnzw7pdp0ejgr7owh.jpg,100,5,,"['Easy refund', 'Instant confirmation']",false
355,Kranji Countryside Tour,https://www.klook.com/en-US/activity/53040-kranji-countryside-tour/,"Enjoy a conveying assisted tour to various destinations with your family and friends!
Visit Kranji Dam, the serenity and peaceful environment bring relaxation to our stressful daily living
Sungei Buloh Wetland Reserve are reconstructed from swamps, with wooden boardwalks. Animals, reptiles, birds, and bats are common sights as you walk along the jungle paths and wooden walkways
Visit the garden farm, Bollywood Veggie which is owned by one of the richest families in Singapore and enjoy good and reasonable meals in the cafe of the farm
Included in the tour are visitations of Frog Farm and Goat Farm",160,,Tours,https://res.klook.com/image/upload/activities/uglughoiz9lkzo3vuyyy.jpg,100,4.2,,['Instant confirmation'],false
356,Spin Art with Spin Paint House,https://www.klook.com/en-US/activity/61641-spin-art-spin-paint-house-diy-experience-singapore/,"Give paint a spin with custom built Spin Art tables, discover a new way of making art on canvas
Add to the experience with pendulums and swinging trapezes
Capture the entire process for the coolest video memories
Enjoy the chill vibes of a hidden studio and make a piece you're proud to bring home
Custom spinning wheels for kids below 1m tall",75,62,Cultural experiences,https://res.klook.com/image/upload/activities/ranoxoyruzusplirywoz.jpg,50,5,,"['Instant confirmation', 'Book now for tomorrow']",false
357,Singapore Food Tours - Chinatown Complex Hawker Centre,https://www.klook.com/en-US/activity/51079-1-hour-chinatown-complex-hawker-walk-interactive-tour/,"Singapore Hawker Food Tour - Interact with the hawkers, learn their stories and sample delicious snacks!

Embark on an off-the-beaten-path adventure and uncover hidden gems while immersing yourself in the UNESCO rich heritage of Singapore’s hawker culture.

Uncover the vibrant soul of Singapore’s hawker culture on a delicious Singapore food tour through Chinatown Complex, the island’s largest hawker center.",60,,Tours,https://res.klook.com/image/upload/activities/lsaljh8gg8growqexhgt.jpg,50,,,"['Easy refund', 'Instant confirmation']",false
